batch_id,temperature_c,pressure_bar,mixing_time_min,mixing_speed_rpm,humidity_pct,ph_level,particle_size_um,active_ingredient_pct,moisture_content_pct,granulation_time_min,drying_temp_c,coating_thickness_um,tablet_hardness_n,dissolution_rate_pct,operator_experience_yr,shift,equipment_age_yr,raw_material_grade,batch_failed
BATCH-01180,70.01,2.405,47.8,144,20.0,5.95,200.0,98.288,2.497,24.8,44.7,117.8,77.7,77.78,7.8,0,0.5,0,0
BATCH-01181,58.14,2.321,39.9,112,48.0,6.93,212.1,100.388,2.905,40.0,59.6,142.5,95.7,93.07,9.1,1,0.5,0,0
BATCH-01182,56.43,2.41,36.5,77,45.0,7.24,195.8,97.722,3.279,26.0,61.3,139.6,94.4,88.98,3.2,0,1.1,1,0
BATCH-01183,68.86,3.186,39.2,169,46.4,7.17,144.2,97.088,1.895,25.6,60.2,157.9,101.1,100.0,1.3,1,1.9,0,0
BATCH-01184,63.21,1.394,40.2,118,45.5,6.42,220.5,98.467,2.793,27.8,56.1,154.2,84.3,86.55,4.6,2,10.5,0,0
BATCH-01185,70.71,3.267,48.6,101,31.7,8.55,276.9,98.704,2.095,25.0,60.4,169.8,66.7,84.13,1.5,0,1.1,1,0
BATCH-01186,68.79,1.788,68.5,130,50.6,6.03,216.4,98.662,2.349,36.6,60.0,137.9,93.9,80.88,1.5,0,1.8,0,0
BATCH-01187,64.42,2.367,37.8,149,51.3,6.15,183.0,97.733,2.629,32.1,60.5,103.5,81.8,71.05,8.2,2,5.3,0,1
BATCH-01188,58.23,2.285,40.8,119,51.8,6.94,142.9,95.067,2.495,26.1,49.0,174.8,76.5,82.45,0.8,0,1.4,0,1
BATCH-01189,52.88,2.794,44.4,152,54.5,8.07,163.7,96.624,3.088,35.4,47.3,126.6,72.9,82.79,0.5,0,4.6,1,0
BATCH-01190,61.43,1.701,49.0,147,51.0,6.3,218.1,100.13,2.89,27.8,52.3,122.3,95.1,87.1,2.1,0,2.3,1,0
BATCH-01191,71.85,2.731,47.6,93,40.9,6.64,242.9,98.281,1.293,27.4,54.9,148.9,104.1,73.62,3.4,0,0.9,0,0
BATCH-01192,66.71,3.512,57.8,103,44.3,7.45,210.4,97.516,1.414,30.4,53.3,157.6,62.1,83.09,6.1,0,5.3,0,0
BATCH-01193,55.03,1.818,20.7,144,45.9,6.79,232.0,99.677,2.204,33.7,41.9,136.7,89.3,89.61,7.6,1,0.5,0,0
BATCH-01194,66.39,2.595,21.1,52,46.1,6.6,228.3,96.305,3.963,33.1,67.1,136.5,74.4,90.4,5.4,0,1.4,1,0
BATCH-01195,68.08,2.169,40.0,116,55.0,7.14,220.3,97.662,1.819,27.1,53.1,140.2,58.0,70.12,4.9,1,1.8,1,1
BATCH-01196,57.93,2.713,56.0,84,51.4,6.96,173.7,98.207,2.333,36.8,56.2,185.4,82.2,90.65,5.5,0,2.5,0,0
BATCH-01197,66.23,2.51,29.3,108,65.8,7.42,207.0,97.338,2.071,28.2,63.7,149.9,67.5,83.03,1.6,1,4.6,0,0
BATCH-01198,65.47,2.179,15.0,113,67.1,7.57,166.1,98.151,2.057,24.8,38.6,125.8,56.3,83.52,2.4,0,2.5,0,1
BATCH-01199,55.86,2.744,50.7,111,45.8,6.98,200.7,97.718,2.643,18.3,51.4,126.1,68.3,66.08,4.8,2,3.6,0,1
BATCH-01200,67.86,3.402,47.4,106,20.0,6.98,213.2,95.901,3.621,37.9,52.3,143.7,64.6,96.95,0.5,1,3.6,1,0
BATCH-01201,69.49,2.405,34.1,93,57.4,6.93,267.2,98.272,2.865,30.1,52.6,155.9,70.3,86.41,1.8,0,1.9,0,0
BATCH-01202,73.66,2.86,35.1,177,39.6,7.09,147.6,96.007,1.857,31.7,53.8,162.1,60.1,72.75,2.6,0,10.9,0,1
BATCH-01203,73.43,1.853,35.3,167,37.0,6.83,219.3,98.248,4.703,38.4,65.1,153.1,74.1,88.0,3.8,0,12.5,1,1
BATCH-01204,53.98,2.022,46.1,91,41.0,6.8,259.2,100.061,2.563,26.2,59.7,129.0,69.3,87.76,3.3,0,3.5,0,0
BATCH-01205,57.5,2.736,38.7,160,40.5,7.52,230.4,97.578,2.038,19.0,61.7,139.4,85.6,94.78,6.3,1,0.5,1,1
BATCH-01206,69.12,3.242,49.9,110,51.1,7.71,233.3,96.243,3.63,30.6,55.3,168.3,88.9,82.52,3.2,0,2.7,0,0
BATCH-01207,69.11,2.678,16.5,123,29.4,5.9,223.5,97.81,2.125,32.5,45.2,121.3,83.9,85.1,11.7,2,0.8,0,0
BATCH-01208,69.12,2.343,36.4,118,34.2,6.81,251.9,96.752,3.83,27.9,40.4,138.4,76.5,79.86,2.4,0,2.6,1,0
BATCH-01209,95.0,2.5,33.7,104,48.4,6.39,156.5,98.892,1.803,41.8,44.3,164.9,76.1,89.78,3.7,1,0.8,1,0
BATCH-01210,69.57,1.875,42.4,145,51.2,6.61,144.6,97.778,3.644,10.1,57.5,171.9,67.4,78.73,0.5,0,4.9,0,0
BATCH-01211,74.08,2.802,39.6,123,51.4,7.04,199.7,100.565,2.661,39.0,55.2,145.2,67.8,77.86,1.9,0,0.5,1,0
BATCH-01212,72.63,2.941,53.0,108,37.1,7.2,113.6,99.744,3.533,36.3,53.5,139.7,90.6,84.46,10.1,2,12.3,1,0
BATCH-01213,70.21,2.274,26.4,87,35.2,6.73,249.2,97.77,4.021,33.7,52.4,116.9,53.6,75.19,2.0,2,0.9,1,0
BATCH-01214,62.48,2.265,45.5,98,39.9,5.65,248.8,99.073,1.594,10.0,69.1,163.1,78.8,97.82,1.5,1,4.3,1,0
BATCH-01215,71.07,2.633,50.6,79,47.4,6.22,182.7,97.41,3.521,40.3,49.2,183.0,75.1,100.0,3.9,1,10.0,0,0
BATCH-01216,58.82,2.282,63.6,120,59.9,7.34,185.2,98.051,1.373,21.8,61.5,214.1,89.0,81.37,0.5,2,1.1,0,1
BATCH-01217,63.11,2.467,40.2,90,24.5,5.16,197.1,97.458,1.662,25.9,55.0,159.7,58.6,73.91,3.8,1,10.9,1,1
BATCH-01218,61.12,3.55,48.2,113,42.8,7.51,202.1,99.15,1.857,28.6,54.6,148.7,80.2,87.69,1.8,0,2.0,0,0
BATCH-01219,65.65,2.376,27.0,154,31.7,7.11,205.1,100.149,2.903,33.3,63.2,127.0,85.1,81.14,2.4,0,12.9,1,0
BATCH-01220,83.52,2.321,21.1,150,28.5,7.59,222.3,99.198,2.526,35.1,65.2,103.0,51.4,94.4,7.8,1,14.2,0,1
BATCH-01221,50.06,2.176,53.4,119,54.7,6.68,193.1,99.383,2.366,37.1,53.3,154.4,63.9,78.7,5.4,1,0.8,1,0
BATCH-01222,70.49,2.872,44.9,118,50.4,5.56,237.7,99.385,2.617,36.5,60.6,208.8,78.6,89.36,3.0,1,7.1,0,0
BATCH-01223,52.1,2.409,56.8,167,49.5,7.06,217.8,98.827,2.973,32.0,57.5,181.8,87.7,85.91,4.3,0,0.9,0,0
BATCH-01224,61.22,2.175,31.3,133,54.2,7.56,175.7,96.291,3.035,33.3,55.1,177.9,82.7,79.59,7.3,2,1.0,1,0
BATCH-01225,73.71,3.161,50.2,112,40.2,7.35,253.4,100.551,3.375,21.3,56.4,156.1,88.4,86.92,6.8,1,0.5,1,0
BATCH-01226,65.51,3.21,63.7,84,40.7,6.4,145.7,100.707,3.956,24.0,50.2,159.0,63.8,92.03,1.0,1,0.7,0,0
BATCH-01227,56.38,2.2,49.2,130,66.9,6.85,196.3,97.649,2.483,37.2,52.9,89.4,56.2,85.69,1.8,0,4.0,0,0
BATCH-01228,59.28,1.567,47.8,141,42.5,6.48,238.7,97.444,2.083,36.7,50.9,169.1,81.3,85.78,2.1,2,2.4,1,0
BATCH-01229,70.44,3.004,45.1,104,52.4,6.31,171.1,98.919,2.991,35.8,61.3,135.5,61.6,78.02,1.0,1,6.3,1,0
BATCH-01230,59.16,2.158,29.3,127,45.1,7.37,212.4,98.826,1.585,25.9,54.3,132.5,67.0,94.15,0.5,1,1.6,0,0
BATCH-01231,66.73,2.895,58.6,111,26.5,6.08,221.7,97.697,1.957,37.3,45.9,141.9,94.0,93.36,1.0,2,13.8,0,0
BATCH-01232,65.36,1.515,38.9,115,24.6,6.26,165.6,96.125,3.3,20.7,49.9,141.1,82.8,81.72,8.3,2,0.5,0,1
BATCH-01233,59.79,2.946,50.0,58,39.2,6.14,197.1,98.459,2.401,38.6,35.0,132.1,71.5,84.01,3.9,0,0.5,1,0
BATCH-01234,82.15,1.894,29.4,114,55.6,5.91,193.7,98.827,1.533,27.9,51.5,150.3,69.5,96.31,2.1,2,4.8,0,1
BATCH-01235,70.07,2.865,33.2,144,52.9,6.89,177.9,99.089,1.308,43.5,55.3,136.0,89.3,75.93,4.7,1,8.7,0,0
BATCH-01236,48.8,2.507,59.4,104,54.1,7.5,292.1,98.524,2.539,17.8,54.0,152.5,83.2,89.83,6.7,0,6.3,0,1
BATCH-01237,66.49,2.023,41.5,121,35.1,6.69,169.5,97.593,3.414,44.1,68.9,112.8,61.8,80.53,2.2,0,2.7,1,0
BATCH-01238,59.71,2.296,59.5,101,61.2,5.9,240.2,99.491,3.403,27.1,59.0,144.6,50.8,99.22,3.1,0,1.3,1,0
BATCH-01239,71.82,2.843,44.2,129,35.4,7.3,184.3,98.099,2.589,27.0,58.7,122.6,108.2,85.51,0.5,1,0.5,0,0
BATCH-01240,58.66,2.553,26.6,115,47.1,7.81,156.5,97.303,4.107,31.6,43.5,134.0,61.7,95.08,4.5,1,2.8,0,0
BATCH-01241,64.08,2.792,53.9,97,44.9,6.41,204.1,97.729,2.416,24.4,52.4,153.6,87.9,78.91,2.2,0,2.6,0,0
BATCH-01242,69.04,3.488,39.1,153,43.3,6.51,226.0,95.381,2.389,29.4,51.6,109.9,102.7,75.01,2.8,2,1.7,0,0
BATCH-01243,71.93,1.718,52.0,143,58.4,7.11,236.8,97.727,0.5,24.1,49.5,129.4,82.2,83.13,2.7,2,3.5,0,0
BATCH-01244,55.4,3.309,45.3,105,37.9,7.77,262.5,99.033,2.142,24.4,49.4,164.2,71.0,87.1,5.0,1,5.2,1,0
BATCH-01245,62.32,2.552,29.6,132,31.5,6.49,317.8,98.51,3.182,33.9,42.3,114.7,58.6,80.91,4.2,2,4.8,1,0
BATCH-01246,61.2,2.051,46.6,133,45.2,6.0,210.0,100.281,3.751,22.8,46.1,194.4,58.4,91.07,2.7,2,1.2,1,0
BATCH-01247,59.77,1.835,67.0,136,41.0,7.18,173.5,97.606,1.836,23.9,61.1,180.1,85.7,83.32,0.5,0,3.5,0,0
BATCH-01248,79.12,2.405,49.9,78,78.8,7.28,218.1,98.731,2.87,19.0,54.0,137.6,101.8,68.35,4.9,1,0.6,0,1
BATCH-01249,68.24,2.961,44.4,145,51.8,6.8,189.4,99.189,3.338,26.0,51.5,130.3,74.1,89.42,10.6,2,0.5,1,0
BATCH-01250,54.91,2.436,55.8,106,40.9,6.47,237.0,101.514,2.509,40.5,55.0,155.0,71.7,77.94,7.3,0,6.2,0,0
BATCH-01251,72.34,3.256,47.1,111,34.4,7.4,148.1,98.217,0.673,23.2,63.2,113.8,90.5,82.11,20.0,2,4.7,0,0
BATCH-01252,81.98,1.774,47.1,186,26.2,7.12,294.7,96.434,2.698,24.1,55.0,99.9,69.7,97.43,0.7,0,5.8,0,1
BATCH-01253,73.26,2.494,34.1,128,34.7,6.34,234.2,99.272,3.109,31.6,58.8,138.5,84.1,99.18,1.3,1,0.7,1,0
BATCH-01254,52.85,1.874,47.3,110,46.1,6.83,132.6,100.799,1.742,27.0,49.1,146.6,80.6,80.4,3.9,1,9.8,1,0
BATCH-01255,61.13,2.682,55.4,65,59.3,5.99,171.6,97.516,2.297,47.8,50.7,152.4,73.9,89.62,1.3,1,0.6,0,0
BATCH-01256,75.14,2.943,36.6,155,56.2,7.21,232.6,99.262,1.576,28.7,57.5,134.6,79.8,80.58,0.5,1,8.2,0,0
BATCH-01257,59.34,2.29,59.2,86,47.3,6.64,247.1,99.843,0.5,32.7,68.2,181.8,106.4,82.71,2.6,1,1.7,1,1
BATCH-01258,68.55,1.198,44.1,95,41.8,6.54,149.1,99.526,3.322,37.6,65.0,112.6,89.1,80.15,1.7,1,0.5,1,0
BATCH-01259,71.2,2.599,36.1,112,47.7,6.78,228.5,98.188,2.497,37.4,59.1,121.5,96.4,71.21,1.5,1,1.4,1,0
BATCH-01260,57.58,2.718,55.0,155,39.8,6.82,122.1,96.952,3.778,31.9,56.1,162.2,66.2,85.76,15.3,0,0.8,0,0
BATCH-01261,64.52,2.702,42.1,139,62.2,7.34,196.4,97.878,3.186,28.7,64.8,121.0,96.4,87.31,1.4,1,2.7,0,0
BATCH-01262,40.0,3.118,52.6,116,43.1,7.15,244.5,98.688,2.217,46.2,60.6,120.0,89.6,79.63,0.7,2,12.0,1,1
BATCH-01263,56.8,1.964,42.1,128,44.1,6.71,177.9,99.362,2.433,29.2,38.9,153.1,57.5,93.7,0.7,0,1.6,1,0
BATCH-01264,62.98,2.84,44.4,105,22.8,7.26,139.7,98.501,2.953,26.5,47.6,123.7,88.1,81.51,8.2,1,3.8,0,0
BATCH-01265,55.02,3.096,49.9,123,43.0,7.04,205.8,97.43,3.274,24.8,57.4,146.7,72.3,79.9,6.3,0,8.9,0,0
BATCH-01266,78.06,1.611,47.9,122,53.4,6.54,175.8,98.833,2.758,16.2,42.5,132.5,56.8,89.21,0.7,1,4.0,0,0
BATCH-01267,53.56,2.66,25.0,144,34.3,6.73,225.2,99.29,3.384,36.6,48.7,128.5,81.9,72.66,1.2,0,1.8,0,0
BATCH-01268,61.48,2.248,33.8,144,37.5,6.71,164.6,98.569,2.263,11.2,50.1,97.4,88.1,92.25,6.9,0,15.0,0,1
BATCH-01269,66.05,2.459,54.3,132,52.9,7.1,169.1,96.746,1.702,30.0,53.2,153.5,82.3,81.78,1.6,0,0.8,1,0
BATCH-01270,76.53,2.674,43.7,111,30.2,6.58,119.2,97.728,2.448,28.4,53.0,118.8,78.4,92.91,20.0,0,3.0,0,0
BATCH-01271,53.51,2.256,39.8,139,55.6,6.57,206.8,99.422,2.664,47.9,53.0,145.8,75.0,95.31,3.9,0,6.4,0,0
BATCH-01272,74.31,2.162,31.4,118,39.7,7.98,193.6,95.925,1.539,15.3,60.8,137.2,117.0,90.12,1.1,0,0.5,0,0
BATCH-01273,65.08,2.517,34.2,93,41.1,7.36,152.5,94.86,1.431,22.8,53.1,144.8,62.3,78.5,9.8,0,4.8,1,0
BATCH-01274,57.15,1.956,24.8,110,33.8,6.34,207.8,100.262,2.858,28.9,52.3,146.3,93.1,74.99,1.9,0,1.2,1,0
BATCH-01275,68.7,1.957,44.0,122,48.8,7.14,241.1,98.767,2.175,28.4,45.6,154.8,80.2,73.53,1.7,2,0.7,0,1
BATCH-01276,66.59,2.84,39.0,143,69.6,6.87,191.4,98.91,2.367,25.6,62.2,131.8,67.2,93.82,2.0,0,1.3,0,0
BATCH-01277,60.2,1.926,35.3,115,52.8,7.03,210.7,96.385,2.212,29.4,50.3,181.1,79.3,83.92,7.3,2,13.6,0,0
BATCH-01278,65.56,2.833,44.3,90,36.4,6.88,210.9,99.106,3.716,19.9,47.4,103.8,59.1,80.21,1.0,1,8.9,0,0
BATCH-01279,61.92,2.731,48.6,121,56.4,7.51,151.8,98.413,3.509,32.9,56.5,144.3,71.1,83.94,2.4,0,1.0,0,0
BATCH-01280,65.91,1.637,65.9,123,41.8,7.01,282.3,95.624,1.51,11.4,49.6,170.9,79.3,93.64,0.5,0,0.5,1,0
BATCH-01281,70.3,2.161,29.9,125,58.7,6.76,181.2,100.136,2.074,29.8,51.3,161.9,56.7,91.23,8.8,2,1.8,0,0
BATCH-01282,77.69,3.097,56.6,143,53.1,7.43,226.2,98.238,3.18,25.2,56.8,125.6,87.6,88.51,2.1,1,3.6,1,0
BATCH-01283,55.1,2.009,54.7,145,20.0,6.94,230.8,97.406,2.982,38.1,52.7,129.8,65.5,90.1,1.4,0,8.1,0,1
BATCH-01284,82.06,2.268,37.2,105,35.0,6.87,194.4,97.433,2.467,44.0,71.2,124.8,58.2,86.44,4.3,0,13.5,0,1
BATCH-01285,49.38,2.731,47.0,105,54.4,6.99,224.3,94.977,1.59,27.4,54.5,165.0,63.8,87.42,6.1,0,5.6,0,1
BATCH-01286,63.79,2.892,40.4,94,46.5,6.74,209.8,98.89,1.954,41.1,59.3,131.5,112.6,86.77,8.4,2,3.7,0,0
BATCH-01287,69.71,2.374,46.9,137,34.8,6.81,143.3,98.393,2.087,27.5,41.4,156.4,50.3,85.0,2.1,2,0.6,0,0
BATCH-01288,67.25,2.201,60.1,156,38.7,6.45,186.7,97.709,2.722,22.3,49.0,156.6,86.5,91.03,8.4,0,0.5,1,0
BATCH-01289,60.02,3.211,51.1,112,25.9,6.35,175.5,99.918,3.863,44.0,47.4,209.2,68.7,87.89,3.1,0,3.6,0,0
BATCH-01290,63.34,3.369,50.1,114,44.1,6.2,181.5,95.924,1.95,34.2,48.3,157.8,74.7,77.95,0.5,0,3.1,0,0
BATCH-01291,61.06,2.989,40.7,157,67.1,5.96,147.8,97.105,1.679,30.0,57.9,129.7,89.1,89.23,9.4,2,7.5,1,0
BATCH-01292,60.29,2.543,30.2,133,53.0,6.27,245.1,96.725,2.413,35.5,62.2,113.5,88.3,86.98,4.0,1,1.6,1,0
BATCH-01293,71.8,2.096,42.9,131,66.9,6.7,264.1,97.582,3.325,32.2,57.4,143.1,69.8,89.89,4.6,2,0.5,1,0
BATCH-01294,67.86,2.085,57.1,90,53.8,6.86,239.1,98.101,1.342,29.4,53.4,147.0,59.6,84.17,13.9,0,2.2,1,0
BATCH-01295,59.46,2.761,29.7,137,55.3,6.64,250.8,98.645,3.663,19.4,50.6,94.7,89.3,91.49,4.1,1,13.9,0,0
BATCH-01296,72.2,2.709,34.4,97,64.7,5.39,186.2,97.48,2.362,27.8,62.8,132.2,88.3,84.51,0.5,0,6.4,0,1
BATCH-01297,67.46,3.201,46.3,92,48.8,7.74,174.5,96.684,1.913,35.0,69.5,157.4,75.7,90.79,10.2,2,0.5,0,0
BATCH-01298,71.5,2.825,35.2,111,43.1,7.45,168.9,100.529,1.22,29.0,55.9,136.7,86.6,81.35,1.7,0,8.3,1,0
BATCH-01299,70.04,1.748,37.1,105,55.3,7.07,225.8,101.617,3.065,37.2,61.6,174.2,73.3,81.9,3.5,2,2.6,0,0
BATCH-01300,58.37,3.026,40.8,114,59.5,7.94,209.1,98.215,2.363,33.1,57.4,111.0,67.6,89.82,1.1,0,1.8,0,0
BATCH-01301,60.52,2.001,31.3,84,40.2,6.21,196.9,96.865,2.637,23.0,60.3,166.9,80.1,82.35,1.8,1,1.7,0,0
BATCH-01302,70.98,2.308,35.3,144,37.8,7.93,251.8,100.213,1.779,19.4,46.8,172.8,87.8,100.0,5.8,0,3.6,0,0
BATCH-01303,69.88,2.625,52.0,148,46.4,6.22,216.2,95.83,2.245,28.7,51.6,173.9,84.6,89.53,2.8,0,3.0,0,0
BATCH-01304,64.83,3.498,31.9,71,53.3,6.94,166.5,97.498,2.111,25.8,57.8,110.9,87.6,85.2,4.9,0,4.3,0,0
BATCH-01305,65.94,4.055,29.0,144,53.0,6.04,172.8,96.956,2.42,32.7,63.5,157.9,68.6,91.56,8.7,1,3.4,0,0
BATCH-01306,75.22,2.803,38.7,100,30.8,6.81,227.3,96.261,1.964,24.3,49.3,133.3,103.7,81.15,2.1,0,0.6,0,0
BATCH-01307,60.27,2.408,52.3,141,64.1,7.03,241.7,97.58,1.273,25.1,40.8,114.8,74.9,92.38,4.2,0,1.2,0,0
BATCH-01308,69.38,2.767,43.0,118,38.6,6.71,222.1,96.704,4.683,38.4,51.5,139.7,78.2,92.16,7.5,0,7.4,0,0
BATCH-01309,63.38,2.944,40.4,121,42.3,7.23,275.9,98.019,1.409,31.2,62.1,127.4,60.2,95.03,6.3,0,4.4,1,0
BATCH-01310,63.26,2.34,45.4,115,36.0,6.86,265.4,98.041,2.645,24.4,43.9,173.0,77.1,81.47,3.9,0,2.4,0,0
BATCH-01311,73.79,3.398,27.5,150,72.0,6.49,217.6,97.068,1.082,30.1,46.8,162.8,88.0,75.22,2.4,0,0.8,1,0
BATCH-01312,71.6,2.615,49.9,89,47.4,6.46,166.5,97.444,0.902,41.0,56.1,121.2,91.4,80.12,2.6,0,0.5,0,1
BATCH-01313,71.51,2.749,48.8,135,36.5,7.29,147.6,97.654,2.578,32.4,54.2,131.9,103.4,82.75,2.8,0,1.5,0,0
BATCH-01314,75.44,2.833,40.9,148,53.6,6.41,184.5,99.215,2.639,34.7,59.2,140.5,87.8,98.34,2.1,2,0.5,1,0
BATCH-01315,65.17,2.711,55.1,138,52.7,7.35,230.1,97.777,3.509,24.0,46.4,148.2,84.2,100.0,6.0,0,2.6,0,0
BATCH-01316,70.46,2.919,33.7,178,43.1,7.53,273.1,99.237,2.82,38.2,52.7,175.2,73.3,87.76,0.7,1,6.9,0,0
BATCH-01317,62.52,2.191,56.3,107,53.4,5.8,216.7,98.879,2.38,48.5,63.4,167.3,70.1,85.08,17.1,0,1.3,1,0
BATCH-01318,67.59,2.221,46.5,144,36.7,7.48,246.7,98.857,1.74,23.7,46.6,151.3,94.6,82.2,7.5,2,7.5,0,0
BATCH-01319,63.96,1.95,41.6,117,40.1,8.04,190.2,100.082,3.699,20.5,65.3,143.5,94.3,91.6,1.8,0,4.9,0,0
BATCH-01320,65.78,2.72,44.8,151,24.9,6.95,224.9,96.321,3.243,31.4,47.5,105.7,63.8,100.0,0.5,2,0.5,1,0
BATCH-01321,69.76,2.889,43.9,120,31.8,7.16,232.9,97.29,1.503,37.0,60.9,182.3,90.8,99.29,6.2,0,4.1,0,0
BATCH-01322,58.45,2.729,57.2,110,63.1,7.42,120.8,100.645,2.53,29.3,52.4,138.8,89.8,94.1,6.6,0,0.7,1,0
BATCH-01323,81.74,3.337,34.2,153,61.4,6.63,183.5,97.614,2.615,21.6,47.0,188.9,63.3,93.99,16.6,0,4.3,0,1
BATCH-01324,56.95,2.497,37.4,108,45.7,6.91,238.0,93.777,2.223,29.1,51.5,154.9,88.1,91.66,1.5,0,0.6,0,1
BATCH-01325,55.29,2.834,55.4,85,61.6,6.01,211.0,97.696,3.117,34.8,58.8,200.6,64.3,84.62,0.5,0,2.0,0,0
BATCH-01326,74.26,1.954,39.0,107,43.4,6.88,152.1,98.202,3.165,26.7,55.0,165.2,43.6,79.11,12.3,0,3.3,0,0
BATCH-01327,71.33,2.306,54.0,135,42.6,7.1,102.8,94.074,2.348,34.9,62.8,114.2,77.6,84.83,1.5,2,0.5,1,0
BATCH-01328,69.99,2.848,62.0,155,45.6,7.11,185.4,100.001,2.275,39.3,65.1,134.6,83.9,88.38,6.4,0,0.7,1,0
BATCH-01329,70.03,2.925,41.0,123,43.8,7.44,197.1,96.929,3.699,31.9,46.7,145.8,78.3,73.37,0.5,0,1.5,0,0
BATCH-01330,64.9,2.353,51.8,153,42.8,6.34,164.6,98.493,3.246,29.8,46.2,128.2,123.0,83.78,7.1,1,2.5,1,0
BATCH-01331,57.82,2.464,33.5,86,56.4,6.48,205.7,97.661,2.558,36.6,45.9,140.6,85.7,78.39,0.7,1,7.8,0,0
BATCH-01332,65.61,1.741,52.5,109,46.5,7.94,220.3,96.067,1.197,23.2,48.7,115.8,82.2,93.11,5.9,0,0.8,0,0
BATCH-01333,59.58,2.321,47.0,113,52.1,6.71,226.8,96.394,2.775,22.4,62.7,150.1,86.4,80.6,3.8,1,1.7,1,0
BATCH-01334,72.8,2.945,49.7,117,55.3,6.92,105.8,96.597,3.058,27.9,58.9,155.9,73.4,87.63,15.6,0,2.6,0,0
BATCH-01335,63.82,2.788,38.5,122,48.9,6.76,147.4,99.629,0.5,26.1,51.2,124.9,93.9,79.4,0.5,0,1.4,0,0
BATCH-01336,58.4,2.75,28.4,137,35.3,6.31,187.8,97.779,2.701,23.6,54.9,198.5,85.4,97.78,1.7,0,3.9,0,0
BATCH-01337,62.43,2.525,50.0,109,31.5,7.77,222.9,97.217,2.167,44.6,64.8,151.6,84.7,71.39,0.5,0,1.2,0,0
BATCH-01338,68.3,2.504,24.4,123,46.5,6.48,219.6,96.598,2.323,47.4,68.4,129.6,70.6,88.81,10.6,0,5.9,0,0
BATCH-01339,60.49,2.17,41.8,119,43.3,6.12,218.9,99.794,1.774,27.2,56.8,109.3,56.5,74.78,4.5,0,2.8,1,0
BATCH-01340,58.42,2.849,54.4,97,45.9,6.53,184.7,100.196,2.381,30.7,36.4,151.5,72.5,80.93,3.8,0,0.5,1,0
BATCH-01341,66.95,2.71,46.9,117,44.8,5.6,186.9,99.777,3.614,28.5,57.1,143.5,84.2,86.65,0.7,1,3.9,0,0
BATCH-01342,66.96,2.746,64.5,116,70.8,6.41,170.9,98.739,2.143,38.9,61.5,169.6,73.3,87.04,3.4,1,3.4,0,0
BATCH-01343,60.94,2.237,55.3,116,31.7,6.22,230.7,98.435,3.272,40.4,56.6,146.4,84.4,86.83,2.5,1,1.7,0,0
BATCH-01344,61.23,1.423,38.5,121,25.1,7.17,163.2,96.176,1.855,15.8,60.1,120.2,76.5,86.21,1.9,1,0.5,0,0
BATCH-01345,66.86,3.049,45.3,122,48.3,6.4,234.0,97.631,3.107,33.8,57.5,191.8,86.5,79.87,7.4,2,0.9,1,1
BATCH-01346,53.42,2.261,44.5,109,41.2,7.33,208.3,96.974,2.501,19.5,46.4,160.9,65.3,83.69,0.5,2,2.1,1,0
BATCH-01347,53.74,2.069,29.2,152,48.2,7.64,198.2,95.262,2.782,44.1,48.8,143.6,82.9,85.25,5.2,2,0.9,1,0
BATCH-01348,59.25,2.847,35.6,91,50.8,7.27,173.7,99.586,2.506,33.5,52.8,154.1,70.4,86.56,8.7,0,3.4,1,0
BATCH-01349,63.29,2.304,39.4,102,57.8,6.67,145.8,96.956,3.013,23.4,62.5,161.9,56.9,84.47,11.9,0,5.0,1,0
BATCH-01350,67.49,3.03,24.6,189,29.9,6.88,174.1,99.794,0.5,28.1,49.6,114.3,77.5,90.84,6.9,1,7.8,0,1
BATCH-01351,76.8,2.809,45.5,94,39.4,5.89,186.8,99.323,1.364,27.7,58.2,153.9,103.0,85.75,1.7,0,4.2,0,0
BATCH-01352,71.86,2.842,42.5,86,49.3,6.72,105.2,98.835,2.834,34.2,57.1,138.7,58.1,86.61,4.6,0,4.7,0,0
BATCH-01353,63.72,1.817,28.3,138,52.7,6.28,192.1,98.919,0.865,38.3,66.1,162.7,81.8,81.94,0.8,0,3.8,1,0
BATCH-01354,64.85,3.106,49.0,68,66.9,7.22,237.0,97.077,2.076,20.8,54.7,131.5,92.0,76.58,0.6,2,15.0,0,1
BATCH-01355,56.98,2.631,52.2,114,54.6,8.34,222.7,100.787,2.457,44.7,42.7,134.9,114.5,86.23,5.1,0,1.2,0,0
BATCH-01356,64.85,2.315,47.3,174,44.4,7.1,180.2,98.065,1.837,42.8,59.5,191.6,72.6,94.66,9.5,0,1.2,0,0
BATCH-01357,62.69,2.572,41.8,81,36.1,5.61,201.9,98.453,1.947,23.0,70.0,180.8,70.5,88.55,0.5,0,0.5,1,0
BATCH-01358,67.58,1.612,50.9,70,39.4,6.58,177.8,97.026,2.717,30.6,60.0,80.0,62.5,78.46,0.6,1,2.7,1,0
BATCH-01359,58.38,2.704,51.8,83,39.1,6.87,206.0,96.603,3.307,43.7,49.5,178.9,97.1,91.52,4.2,0,0.5,0,0
BATCH-01360,69.15,1.985,48.1,142,51.6,6.85,261.6,98.716,1.733,39.9,47.4,148.2,67.0,82.32,1.2,0,1.3,1,0
BATCH-01361,77.26,1.824,36.8,148,47.6,6.36,238.7,98.326,2.04,27.3,48.3,132.3,74.4,90.72,4.7,2,2.6,0,0
